Ziffer,Text
24.1440," Exzision Knochentumors/Knochenzyste im Humerus, Schaftbereich/Gelenknähe mit Gelenkbeteiligung "
24.1450, Resektion des Humerus mit/ohne Gelenkbeteiligung 
24.1460, + Zuschlag für Humerusschaftersatz durch Transplantat/Implantat 
24.1470," Muskeltransfer, im Schulterbereich/Oberarmbereich, jede Methode "
24.1480," Tenomyotomie(n) im Schulterbereich/Oberarmbereich, als alleinige Leistung "
24.1490, Exzision/Débridement bei Osteomyelitis im Oberarm-Ellbogenbereich 
24.1500," Osteotomie des Humerus, eine Ebene "
24.1510," Osteotomie des Humerus, mehrere Ebenen "
24.1520," Dekompressive Fasziotomie im Oberarmbereich, alle Zugänge, als alleinige Leistung "
24.1530, Epiphysiodese am Oberarm/Unterarm 
24.1540," Amputation im Schulterbereich/Oberarmbereich, interthorakoscapulär "
24.1550, Amputation im Schulterbereich/Oberarmbereich mittels Exartikulation im Schultergelenk 
24.1560, Weichteilkorrektur von Amputationsstümpfen im Schulterbereich/Oberarmbereich 
24.1570, Amputation am Oberarm/Unterarm 
24.1610, Osteosynthese bei Olekranonfraktur 
24.1620," Versorgung komplexe Ellbogenfraktur, geschlossene Reposition "
24.1630," Versorgung komplexe Ellbogenfraktur, offene Reposition, Platte/Schraube "
24.1640," Versorgung komplexe Ellbogenfraktur, offene Reposition, innere Schienung, Spickung "
24.1650," Versorgung Fehlstellung/Pseudarthrose nach komplexer Ellbogenfraktur, als alleinige Leistung "
24.1660, Entfernung des Osteosynthesematerials nach komplexer Ellbogenfraktur 
24.1710, Arthroskopie Ellbogen 
24.1720, + Biopsie(n) bei Arthroskopie Ellbogen 
24.1730," + Sequestrektomie, Entfernung freier Gelenkkörper bei Arthroskopie Ellbogen "
24.1740," + Synoviektomie bei Arthroskopie Ellbogen, jede Methode "
24.1750, Arthrotomie Ellbogen 
24.1760, + Entfernung freier Gelenkkörper/Drainage bei Arthrotomie Ellbogen 
24.1770, Arthroplastik Ellbogen mittels Faszie 
24.1780, Arthroplastik Ellbogen mittels distaler Humerusprothese 
24.1790, Arthroplastik Ellbogen mittels distaler Humerusprothese und proximaler Ulnaprothese (totale Ellbogenprothese) 
24.1800," Arthroplastik Ellbogen, Radiusköpfchen, mit Faszie/Weichteilen oder Prothese "
24.1805, Wechsel einer Ellbogen-Totalendoprothese 
24.1810, Resektion des Ellbogengelenks 
24.1820," Radikale Tumorresektion/Zystenresektion, Radiusschaft/Ulnaschaft/Radiusköpfchen/Olekranon "
24.1830," + Einbau mikrochirurgisches freies Knochentransplantat bei radikaler Tumorresektion, Radiusschaft/Ulnaschaft/Radiusköpfchen/Olekranon "
24.1840, Arthrodese des Ellbogens 
24.1850," Reinsertion des M. biceps am Ellbogen, als alleinige Leistung "
24.1860," Sehnenplastiken im Ellbogenbereich, jede Methode, als alleinige Leistung "
24.1870," Kapselbandplastik am Ellbogen, als alleinige Leistung "
24.1880," Operative Grundversorgung bei radialer Epikondylitis, als alleinige Leistung "
24.1890, + Zusätzliche operative Versorgungen jeglicher Art bei operativer Grundversorgung bei radialer Epikondylitis 
24.1900," Operative Grundversorgung bei ulnarer Epikondylitis, als alleinige Leistung "
24.1910, + Zuschlag für Ulnarisdekompression u/o Ulnarisvorverlagerung bei operativer Grundversorgung bei ulnarer Epikondylitis 
24.1920, + Zuschlag für weitere operative Zusatzversorgungen jeglicher Art bei operativer Grundversorgung bei ulnarer Epikondylitis 
24.1930," Resektion einer Bursa im Ellbogenbereich, als alleinige Leistung "
24.1940," Versorgung Ellbogenluxation, geschlossene Reposition "
24.1950," Versorgung Ellbogenluxation, offene Reposition "
24.1960, + Kapselbandnaht/Kapselplastik am Ellbogen bei Versorgung Ellbogenluxation 
24.1970, Versorgung Ellbogensubluxation beim Kind bis 7 Jahre 
24.2010," Versorgung Monteggiafraktur, offene Reposition, Platte "
24.2020," Versorgung Fehlstellung/Pseudarthrose nach Monteggiafraktur, als alleinige Leistung "
24.2030, Entfernung des Osteosynthesematerials nach Monteggiafraktur 
24.2040," Versorgung Radiusköpfchenfraktur, geschlossene Reposition "
24.2050," Versorgung Radiusköpfchenfraktur/Meisselfraktur, offene Reposition, jede Methode "
24.2060," Versorgung einer Radiusköpfchentrümmerfraktur, offene Reposition, jede Methode "
24.2070," Versorgung Fehlstellung/Pseudarthrose nach Radiusköpfchenfraktur, Radiusköpfchenresektion, als alleinige Leistung "
24.2080," Versorgung Fehlstellung/Pseudarthrose nach Radiusköpfchenfraktur, Radiusköpfchenprothese, als alleinige Leistung "
24.2090, Entfernung des Osteosynthesematerials nach Radiusköpfchenfraktur 
24.2100," Versorgung proximale Ulnafraktur, geschlossene Reposition "
24.2110," Versorgung proximale Ulnafraktur, offene Reposition, Platte "
24.2120," Versorgung proximale Ulnafraktur, offene Reposition, Schraube/Zuggurtung "
24.2130," Versorgung Fehlstellung/Pseudarthrose nach proximaler Ulnafraktur, als alleinige Leistung "
24.2140, Entfernung des Osteosynthesematerials nach proximaler Ulnafraktur 
24.2150," Versorgung einer Unterarmschaftfraktur, geschlossene Reposition mit äusserer Schienung "
24.2160, Versorgung Fraktur Unterarm/Carpus mittels perkutanem Draht 
24.2170, Osteosynthese/Versorgung einer Fraktur Radiusschaft oder Ulnaschaft nicht intraartikulär mittels Osteosynthese (Cerclage/Schrauben/Platten) 
24.2180," Versorgung Fehlstellung/Pseudarthrose nach Fraktur Radius u/o Ulna, jede Methode, als alleinige Leistung "
24.2190," Entfernung des Osteosynthesematerials am Unterarm, Schraube/Platte/Cerclage "
24.2210," Korrektur-Osteotomie, einfache Keil-Osteotomie, Radius u/o Ulna, inkl. Osteosynthese, eine Ebene "
24.2220," Korrektur-Osteotomie Radius u/o Ulna, mehr als eine Ebene "
24.2230," Arthroplastik Radioulnargelenk, proximal/distal "
24.2240," Entfernung von Exostosen/Osteophyten, Finger, Metakarpale, Handwurzelknochen, Unterarm, erstes Gelenk, als alleinige Leistung "
24.2250," + Entfernung von Exostosen/Osteophyten, Finger, Metakarpale, Handwurzelknochen, Unterarm, jedes weitere Gelenk "
24.2260," Einrichten einer Kallusdistraktion, Unterarm "
24.2270," Operative Versorgung eines Knochentumors durch Enukleation im Unterarmbereich/Handbereich, als alleinige Leistung "
24.2280," Operative Versorgung eines Knochentumors durch Blockresektion im Unterarmbereich/Handbereich, als alleinige Leistung "
24.2290," Sehnenverlängerungsplastik oder Verkürzungsplastik im Unterarmbereich/Handbereich, für erste Sehne "
24.2300," + Sehnenverlängerungsplastik oder Verkürzungsplastik im Unterarmbereich/Handbereich, für jede weitere Sehne durch denselben Zugang "
24.2310," + Sehnenverlängerungsplastik oder Verkürzungsplastik im Unterarmbereich/Handbereich, für jede weitere Sehne durch gleichseitigen separaten Zugang "
24.2320," Sehnentransposition/Sehnentransfer im Unterarmbereich/Handbereich, für erste Sehne "
24.2330," + Sehnentransposition/Sehnentransfer im Unterarmbereich/Handbereich, jede weitere Sehne durch denselben Zugang "
24.2340," + Sehnentransposition/Sehnentransfer im Unterarmbereich/Handbereich, für jede weitere Sehne durch gleichseitigen separaten Zugang "
24.2350," Sehnenrekonstruktion im Unterarmbereich/Handbereich mittels Transplantat oder Implantat, Beugesehne, einzeitig oder zweizeitig, pro Sehne "
24.2360," Sehnenrekonstruktion im Unterarmbereich/Handbereich mittels Transplantat oder Implantat, Strecksehne, einzeitig oder zweizeitig, pro Sehne "
24.2370," Tenolyse u/o Synoviektomie Strecksehne Mittelhandbereich/Unterarmbereich, erste Sehne, als alleinige Leistung "
24.2380," + Tenolyse u/o Synoviektomie Strecksehne Mittelhandbereich/Unterarmbereich, jede weitere Sehne "
24.2390," Dekompressive Fasziotomie bei Logensyndrom am Unterarm, als alleinige Leistung "
24.2400," Strecksehnennaht primär/sekundär, Finger, Handrücken, Unterarm, pro Sehne, als alleinige Leistung "
24.2410," Versorgung einer Fraktur u/o Luxation, geschlossene Reposition mit äusserer Schienung, Handgelenk/Handwurzelknochen/distaler Radius/distale Ulna "
24.2420," Versorgung einer Fraktur und Luxation mittels perkutanem Draht, Finger, Mittelhand "
24.2430, Versorgung einer Fraktur eines Metakarpale mittels Cerclage/Schrauben/Platten 
24.2440, Versorgung einer Fraktur eines Handwurzelknochens mittels Cerclage/Schrauben/Platten 
24.2450," Versorgung einer Fraktur Radius u/o Ulna, distal, intraartikulär mittels Cerclage/Schrauben/Platten "
24.2460," Versorgung Fehlstellung/Pseudarthrose nach Fraktur Finger/Metakarpale, jede Methode, als alleinige Leistung "
24.2470," Versorgung Fehlstellung/Pseudarthrose nach Fraktur Handwurzelknochen, jede Methode, als alleinige Leistung "
24.2480," Entfernung des Osteosynthesematerials im Handbereich/Fingerbereich, Schraube/Platte/Cerclage "
24.2490," Arthroskopie Handgelenk, diagnostisch "
24.2500," + Zuschlag für arthroskopische operative Versorgung am Handgelenk, klein "
24.2510," + Zuschlag für arthroskopische operative Versorgung am Handgelenk, gross "
24.2610," Korrektur-Osteotomie Grundphalanx/Mittelphalanx/Endphalanx, Metakarpale, erster Knochen "
24.2620," + Korrektur-Osteotomie Grundphalanx/Mittelphalanx/Endphalanx, Metakarpale, jeder weitere Knochen "
24.2630, Resektion Os pisiforme/Sesambeine im Handbereich/Hamuluspseudarthrose 
24.2640," Operative Versorgung eines Knochentumors durch Enukleation, Finger/Metakarpale, als alleinige Leistung "
24.2650," Arthrotomie Handgelenk (radiokarpal, midkarpal, radioulnar), als alleinige Leistung "
24.2660," Arthroplastik Sattelgelenk mittels Prothese, Interpositionsplastik, Suspensionsplastik, jede Methode "
24.2670, Arthroplastik Handgelenk mittels prothetischem Ersatz von Karpalknochen oder Interpositionsplastik 
24.2680, Arthroplastik Handgelenk mittels Revaskularisation eines Karpalknochens 
24.2690," Arthroplastik Handgelenk, Totalendoprothese "
24.2700, Arthrodese Sattelgelenk 
24.2710," Arthrodese Carpus u/o distales Radioulnargelenk, partiell oder total "
24.2720, Amputation im Handgelenksbereich/Mittelhandbereich 
24.2730," Strahlresektion in der Mittelhand, pro Strahl "
24.2740, Weichteilkorrektur u/o Stumpfvorbereitung zur sekundären Deckung eines Amputationsstumpfes im Unterarmbereich/Handbereich 
24.2810," Daumen, Konstruktion Zwischenfingerfalte (lokale Lappenplastiken), als alleinige Leistung "
24.2820," Daumen, Konstruktion Opponensfunktion, als alleinige Leistung "
24.2830," Pollizisation bei Fünffingerhand, als alleinige Leistung "
24.2840," Pollizisation eines hypoplastischen Daumens, als alleinige Leistung "
24.2850," Pollizisation eines Langfingers, als alleinige Leistung "
24.2860," Korrektur bei Doppeldaumen, als alleinige Leistung "
24.2870," Korrektur bei Doppeldaumen, komplexe Form "
24.2880," Fingerverlängerung, kontinuierlich "
24.2890," Fingerverlängerung durch freie Gewebetransplantation (nicht vaskulär), erster Strahl "
24.2900," + Fingerverlängerung durch freie Gewebetransplantation (nicht vaskulär), jeder weitere Strahl "
24.2910, Fingerkonstruktion durch freie mikrovaskuläre Zehentransplantation 
24.2920," Vollständige Korrektur bei Kamptodaktylie, erster Strahl, als alleinige Leistung "
24.2930," + Vollständige Korrektur bei Kamptodaktylie, jeder weitere Strahl "
24.2940," Korrektur bei Klinodaktylie mit aberrierenden Wachstumsfugen, als alleinige Leistung "
24.2950, Korrektur bei Kirner Deformität 
24.2960, Korrektur bei Windmühlendeformität 
24.2970," Vertiefung von Zwischenfingerfalten, als alleinige Leistung "
24.2980, Korrektur bei vollständiger kutaner Syndaktylie 
24.2990, Korrektur von kutanen und ossären Syndaktylien 
24.3000," Korrektur bei Polydaktylie, Abtragung eines Strahles "
24.3010," Korrektur bei Spiegelhand, als alleinige Leistung "
24.3020," Korrektur bei Makrodaktylie, als alleinige Leistung "
24.3030," Korrektur bei Spalthand und zentralen Fingerstrahldefekten, als alleinige Leistung "
24.3040, Handgelenkskorrektur bei radialer oder ulnarer Klumphand 
24.3050," Korrektur von Syndaktylien, als alleinige Leistung "
24.3110, Versorgung Sehnenscheidenempyem des Digitalkanals und der Hohlhand 
24.3120," Beugesehnennaht primär/sekundär ausserhalb des Digitalkanals, erste Sehne, als alleinige Leistung "
24.3130," + Beugesehnennaht primär/sekundär ausserhalb des Digitalkanals, jede weitere Sehne "
24.3140," Tenodese im Handbereich, erste(r) Sehne/Sehnenzügel, als alleinige Leistung "
24.3150," + Tenodese im Handbereich, jede(r) weitere Sehne/Sehnenzügel "
24.3160, Spaltung des Strecksehnenfachs 1 und 2 im Handgelenksbereich 
24.3170," Tenolyse u/o Synoviektomie Beugesehnen, Finger und Hohlhand, erster Strahl, als alleinige Leistung "
24.3180," + Tenolyse u/o Synoviektomie Beugesehnen, Finger und Hohlhand, jeder weitere Strahl "
24.3190, Plastische Rekonstruktion der Sehnenretinakula auf der Streckseite im Handgelenksbereich 
24.3200," Operative Versorgung an den Ringbändern, offene Spaltung pro Finger, als alleinige Leistung "
24.3210," Operative Versorgung an den Ringbändern, Rekonstruktion mittels Transplantat pro Finger, als alleinige Leistung "
24.3220," Fasziotomie bei Morbus Dupuytren, jede Methode "
24.3230," Aponeurektomie bei Morbus Dupuytren, Hohlhand bis Metacarpo-phalangeal-Gelenk "
24.3240," + Zuschlag für Fingereinbezug bis {PIP}-Gelenk bei Aponeurektomie bei Morbus Dupuytren, pro Strahl "
24.3245," Aponeurektomie bei Morbus Dupuytren, vom Metacarpo-Phalangeal-Gelenk bis zum PIP-Gelenk, ein Fingerstrahl "
24.3246," + Zuschlag für Aponeurektomie bei Morbus Dupuytren, vom Metacarpo-Phalangeal-Gelenk bis zum PIP-Gelenk, jeder weitere Fingerstrahl "
24.3250, + %-Zuschlag für Zweitoperation oder weiter operative Versorgung nach Aponeurektomie bei Morbus Dupuytren 
24.3260," + Zuschlag für Fingereinbezug bis {DIP}-Gelenk bei Aponeurektomie bei Morbus Dupuytren, pro Strahl "
24.3265," Aponeurektomie bei Morbus Dupuytren, vom Metacarpo-Phalangeal-Gelenk bis DIP-Gelenk, ein Fingerstrahl "
24.3266," + Zuschlag für Aponeurektomie bei Morbus Dupuytren, vom Metacarpo-Phalangeal-Gelenk bis DIP-Gelenk, jeder weitere Fingerstrahl "
24.3267, + Zuschlag für Wundverschluss mittels lokalen Lappenplastiken bei Aponeurektomie bei Morbus Dupuytren 
24.3270," Dekompressive Fasziotomie bei Logensyndrom der Hand, als alleinige Leistung "
24.3280," Exzision eines Gelenkganglions, am Handgelenk, als alleinige Leistung "
24.3290," Synoviektomie am Handgelenk, erstes Kompartiment, ausgedehnt, als alleinige Leistung "
24.3300," + Synoviektomie am Handgelenk, jedes weitere Kompartiment, ausgedehnt "
24.3310," Primäre und sekundäre Bandnaht u/o Kapselnaht, Daumen-Grundgelenk "
24.3320," Primäre und sekundäre Bandnaht u/o Kapselnaht, Handgelenk oder Sattelgelenk "
24.3330," Kapselplastik u/o Bandplastik mittels Transplantat, Daumen-Grundgelenk "
24.3340," Kapselplastik u/o Bandplastik mittels Transplantat, Sattelgelenk "
24.3350," Kapselplastik u/o Bandplastik mittels Transplantat, Handgelenk "
24.3410," Versorgung einer Fingerfraktur u/o Fingerluxation, geschlossene Reposition mit äusserer Schienung, pro Fingerstrahl "
24.3420," Versorgung einer Fingerfraktur mittels Osteosynthese, jede Methode, erster Finger "
24.3430," + Versorgung einer Fingerfraktur mittels Osteosynthese, jede Methode, jeder weitere Finger "
24.3440," Arthrolyse Fingergelenk, erstes Gelenk, als alleinige Leistung "
24.3450," + Arthrolyse Fingergelenk, jedes weitere Gelenk "
24.3460," Arthroplastik Finger, jede Methode, erstes Gelenk "
24.3470," + Arthroplastik Finger, jede Methode, jedes weitere Gelenk "
24.3480," Arthrodese Fingergelenk, erstes Gelenk "
24.3490," + Arthrodese Fingergelenk, jedes weitere Gelenk "
24.3500," Amputation bei frischer Verletzung im Fingerbereich, erster Finger "
24.3510," + Amputation bei frischer Verletzung im Fingerbereich, jeder weitere Finger "
24.3520," Amputation im Fingerbereich, als Wahloperation, pro Finger "
24.3530," Weichteilkorrektur u/o Stumpfvorbereitung zur sekundären Deckung eines Amputationsstumpfes im Fingerbereich, erster Finger "
24.3540," + Weichteilkorrektur u/o Stumpfvorbereitung zur sekundären Deckung eines Amputationsstumpfes im Fingerbereich, jeder weitere Finger "
24.3610," Versorgung bei Panaritium oberflächlich, pro Finger "
24.3620," Versorgung bei Panaritium ossale/Panaritium articulare, erster Finger "
24.3630," + Versorgung bei Panaritium ossale/Panaritium articulare, jeder weitere Finger "
24.3640," Versorgung Sehnenscheidenempyem des Digitalkanals im Fingerbereich, Inzision und Drainage, erster Finger "
24.3650," + Versorgung Sehnenscheidenempyem des Digitalkanals im Fingerbereich, Inzision und Drainage, jeder weitere Finger "
24.3660," Versorgung Sehnenscheidenempyem des Digitalkanals im Fingerbereich, vollständige Eröffnung und Drainage, erster Finger "
24.3670," + Versorgung Sehnenscheidenempyem des Digitalkanals im Fingerbereich, vollständige Eröffnung und Drainage, jeder weitere Finger "
24.3680," Tenolyse u/o Synoviektomie Beugesehnen, erster Finger, als alleinige Leistung "
24.3690," + Tenolyse u/o Synoviektomie Beugesehnen, jeder weitere Finger "
24.3700," Tenolyse u/o Synoviektomie Strecksehne im Fingerbereich, erster Finger, als alleinige Leistung "
24.3710," + Tenolyse u/o Synoviektomie Strecksehne im Fingerbereich, jeder weitere Finger "
24.3720," Exzision eines Gelenkganglions u/o lokalisierte partielle Synoviektomie am Fingergelenk, als alleinige Leistung "
24.3730," Primäre/sekundäre Bandnaht u/o Kapselnaht, Fingergelenk ({MP}/{PIP}/{DIP}), pro Gelenk, als alleinige Leistung "
24.3740," Kapselplastik u/o Bandplastik mittels Transplantat, Fingergelenk, pro Gelenk "
24.3750," Entfernung eines Glomustumors im Fingernagelbett, mikrochirurgische Technik "
24.3760," Beugesehnennaht primär/sekundär innerhalb des Digitalkanals, erste Sehne, als alleinige Leistung "
24.3770," + Beugesehnennaht primär/sekundär innerhalb des Digitalkanals, jede weitere Sehne "
24.3810," Versorgung bei Symphysensprengung, geschlossene Fixation "
24.3820," Versorgung bei Symphysensprengung, Fixateur externe "
24.3830," Versorgung bei Symphysensprengung, Osteosynthese "
24.3840, Entfernung des Osteosynthesematerials nach einer Symphysensprengung 
24.3850," Versorgung bei Schambeinastfraktur mittels Osteosynthese, einseitig "
24.3860," Versorgung bei Schambeinastfraktur mittels Osteosynthese, beidseitig "
24.3870," Versorgung Fehlstellung/Pseudarthrose einer Schambeinastfraktur, einseitig, als alleinige Leistung "
24.3880," Versorgung Fehlstellung/Pseudarthrose einer Schambeinastfraktur, beidseitig, als alleinige Leistung "
24.3890, Entfernung des Osteosynthesematerials nach einer Schambeinastfraktur 
24.3900," Versorgung einer Abrissfraktur der Spina iliaca anterior superior/Spina iliaca anterior inferior mittels Osteosynthese, jede Methode "
24.3910," Versorgung einer Abrissfraktur des Tuber ischiadicum mittels Osteosynthese, jede Methode "
24.3920," Versorgung einer Abrissfraktur der Crista iliaca mittels Osteosynthese, jede Methode "
24.3930," Versorgung einer Darmbeinfraktur mittels Osteosynthese (zwei Fragmente), ventral oder dorsal, jede Methode, als alleinige Leistung "
24.3940," (+) Versorgung einer Darmbeinfraktur mittels Osteosynthese (zwei Fragmente), ventral oder dorsal, jede Methode, als Zuschlagsleistung "
24.3950," Versorgung einer Darmbeintrümmerfraktur mittels Osteosynthese (ventral oder dorsal), als alleinige Leistung "
24.3960," (+) Versorgung einer Darmbeintrümmerfraktur mittels Osteosynthese (ventral oder dorsal), als Zuschlagsleistung "
24.3970," Versorgung Fehlstellung/Pseudarthrose nach einer Darmbeinfraktur, als alleinige Leistung "
24.3980, Entfernung des Osteosynthesematerials nach einer Darmbeinfraktur 
24.3990," Versorgung einer Iliosakralgelenk-Sprengung (ISG-Sprengung), offen, ventral oder dorsal, pro Seite, als alleinige Leistung "
24.4000," (+) Versorgung einer Iliosakralgelenk-Sprengung (ISG) , offen, ventral oder dorsal, pro Seite, als Zuschlagsleistung "
24.4010," Entfernung des Osteosynthesematerials nach Versorgung einer Iliosakralgelenk-Sprengung (ISG-Sprengung), ventral oder dorsal, pro Seite "
24.4020, Versorgung einer Sakrumfraktur mittels Osteosynthese 
24.4030, Entfernung des Osteosynthesematerials nach einer Sakrumfraktur 
24.4110, Resektion eines benignen Tumors im knöchernen Beckenbereich/Hüftbereich 
24.4120, + plastische Rekonstruktion im Beckenbereich/Hüftbereich 
24.4130, Resektion eines malignen Tumors im knöchernen Beckenbereich/Hüftbereich 
24.4140," Entfernung einer/von Exostose(n) im Beckenbereich/Hüftbereich, als alleinige Leistung "
24.4150, Coccygektomie 
24.4160," Arthrotomie Iliosakralgelenk (ISG), dorsaler/ventraler Zugang, als alleinige Leistung "
24.4170," Osteotomie Os ilium, Os ischium, Acetabulum, als alleinige Leistung "
24.4180," Arthrodese Iliosakralgelenk (ISG), pro Zugang, als alleinige Leistung "
24.4190," Arthrodese Symphyse, als alleinige Leistung "
24.4210," Versorgung einer Azetabulumfraktur mittels Osteosynthese, von ventral, Zweifragmentfrakturen, jeder Zugang "
24.4220," Versorgung einer Azetabulumfraktur mittels Osteosynthese, von ventral, Trümmerfraktur, jeder Zugang "
24.4230," Versorgung einer Azetabulumfraktur mittels Osteosynthese, von dorsal, Pfannenrandbruch "
24.4240," Versorgung einer Azetabulumfraktur mittels Osteosynthese, von dorsal, Zweifragmentfraktur oder Trümmerfraktur "
24.4250," Versorgung einer Azetabulumfraktur mittels Osteosynthese, von ventral und dorsal "
24.4260, Versorgung einer Azetabulumfraktur mittels teilprothetischer Versorgung 
24.4270," Entfernung des Osteosynthesematerials nach einer Azetabulumfraktur, pro Zugang "
24.4280," Versorgung Femurkopffraktur, offen, jede Methode (exkl. Prothesen) "
24.4290," Versorgung bei traumatischer Hüftluxation, geschlossene Reposition "
24.4300," Versorgung bei traumatischer Hüftluxation, offene Reposition "
24.4310," Versorgung bei kongenitaler Hüftluxation, geschlossene Reposition, pro Seite "
24.4320," Versorgung bei kongenitaler Hüftluxation, offene Reposition, erste Seite "
24.4330," + Versorgung bei kongenitaler Hüftluxation, offene Reposition, zweite Seite "
24.4410, Arthroskopie des Hüftgelenks 
24.4420, + Biopsie(n) bei Arthroskopie des Hüftgelenks 
24.4430, + Entfernung freier Gelenkkörper bei Arthroskopie des Hüftgelenks 
24.4440, + Limbusresektion bei Arthroskopie Hüftgelenk 
24.4450, + Synoviektomie subtotal/total bei Arthroskopie des Hüftgelenks 
24.4460, + Anlegen einer Spüldrainage bei Arthroskopie des Hüftgelenks 
24.4470," Acetabuloplastik des Hüftgelenks, als alleinige Leistung "
24.4480," + Osteotomie, Trochanter maior mittels Transfer bei Acetabuloplastik des Hüftgelenks "
24.4490," Versorgung einer Epiphysiolyse des Femurkopfes, perkutane Fixation "
24.4500," Versorgung einer Epiphysiolyse des Femurkopfes, offen, Fixation ohne Reposition "
24.4510," Offene Reposition einer Epiphysiolyse des Femurkopfes, Fixation u/o Osteotomie "
24.4520, Epiphysiodese im Hüftbereich 
24.4530, Arthrodese Hüftgelenk 
24.4610," Tenotomie Adduktorengruppe, offen, als alleinige Leistung "
24.4620," Tenotomie Hamstrings, offen, als alleinige Leistung "
24.4630," Tenotomie M. iliopsoas, offen, als alleinige Leistung "
24.4640," Tenotomie Abduktorengruppe, offen, als alleinige Leistung "
24.4650," Fasziotomie an der Glutealmuskulatur/Logen des Glutealbereiches, als alleinige Leistung "
24.4660," Fasziotomie am Tractus iliotibialis, als alleinige Leistung "
24.4670," Muskeltransfer/Sehnentransfer im Hüftbereich, pro Gruppe, als alleinige Leistung "
24.4680," Muskeltransfer/Sehnenplastik im Hüftbereich, als alleinige Leistung "
24.4690," Arthrotomie Hüftgelenk, als alleinige Leistung "
24.4700, + Biopsie(n) bei Arthrotomie Hüftgelenk 
24.4710, + Entfernung freier Gelenkkörper bei Arthrotomie Hüftgelenk 
24.4720, + Limbusresektion bei Arthrotomie Hüftgelenk 
24.4730, + Anlegen einer Spüldrainage bei Arthrotomie Hüftgelenk 
24.4740," Bursaexzision im Hüftgelenkbereich, oberflächlich/tief, als alleinige Leistung "
24.4810," Hüftgelenkendoprothese, Hemiarthroplastik, als alleinige Leistung "
24.4820," (+) Hüftgelenkendoprothese, Hemiarthroplastik, als Zuschlagsleistung "
24.4830," Hüftgelenktotalendoprothese, als alleinige Leistung "
24.4840," (+) Hüftgelenktotalendoprothese, als Zuschlagsleistung "
24.4850," Wechsel einer Hüftgelenkendoprothese, Pfanne, als alleinige Leistung "
24.4860, + Spongiosaplastik/Kortikalisspanplastik u/o Revision Pfannendach bei Ersatz einer Hüftgelenkendoprothese 
24.4870, + Pfannendachschale bei Ersatz einer Hüftgelenkendoprothese 
24.4880," (+) Wechsel einer Hüftgelenkendoprothese, Pfanne, als Zuschlagsleistung "
24.4890, + Spongiosaplastik/Kortikalisspanplastik u/o Revision Pfannendach bei Ersatz einer Hüftgelenkendoprothese 
24.4900," Wechsel einer Hüftgelenkendoprothese, Femurkomponente, als alleinige Leistung "
24.4910," (+) Wechsel einer Hüftgelenkendoprothese, Femurkomponente, als Zuschlagsleistung "
24.4920," Wechsel einer Hüftgelenkendoprothese, Totalendoprothese, als alleinige Leistung "
24.4930," Entfernung einer Hüftgelenkendoprothese ohne Ersatz, als alleinige Leistung "
24.4940," Resektion des Hüftgelenks ohne Ersatz, als alleinige Leistung "
24.4950," Revision nach Hüftgelenkersatz und/oder Entfernung von periartikulären Verkalkungen, als alleinige Leistung "
24.5010," Versorgung bei Schenkelhalsfraktur, geschlossen "
24.5020," Versorgung bei Schenkelhalsfraktur, offen, Osteosynthese, jede Methode "
24.5030," Versorgung bei Schenkelhalsfraktur mittels Gelenkersatz, Femurkomponente "
24.5040," Versorgung bei Schenkelhalsfraktur mittels Gelenkersatz, total "
24.5050," Versorgung Fehlstellung/Pseudarthrose nach Schenkelhalsfraktur, als alleinige Leistung "
24.5060, Entfernung des Osteosynthesematerials nach Schenkelhalsfraktur 
24.5070," Versorgung pertrochantere/subtrochantere Femurfraktur, geschlossene Reposition, jede Methode "
24.5080," Versorgung pertrochantere/subtrochantere Femurfraktur, nicht disloziert, offenes Verfahren, Osteosynthese "
24.5090," Versorgung pertrochantere/subtrochantere Femurfraktur, disloziert, offene Reposition, Osteosynthese "
24.5100," Versorgung pertrochantere/subtrochantere Femurfraktur, Trümmerfraktur, offene Reposition, Osteosynthese "
24.5110," Versorgung Fehlstellung/Pseudarthrose nach pertrochantere/subtrochanterer Femurfraktur, als alleinige Leistung "
24.5120, Entfernung des Osteosynthesematerials nach pertrochantere/subtrochanterer Femurfraktur 
24.5130," Versorgung Fraktur Trochanter maior, jede Methode, als alleinige Leistung "
24.5140," Entfernung des Osteosynthesematerials nach Fraktur des Trochanter maior, als alleinige Leistung "
24.5150," Versorgung Femurschaftfraktur, geschlossene Reposition, ohne Extension "
24.5160," Versorgung Femurschaftfraktur, geschlossene Reposition mittels Extension "
24.5170," Versorgung Femurschaftfraktur, offene Reposition, Platte/Schraube/Klammer/Cerclage "
24.5180," Versorgung Femurschaftfraktur, offene Reposition, Fixateur externe "
24.5190," Versorgung Femurschaftfraktur, offene Reposition, innere Schienung "
24.5200," Versorgung Femurschaftfraktur, offene Reposition, Verbundosteosynthese "
24.5210," Versorgung Fehlstellung/Pseudarthrose nach Femurschaftfraktur, als alleinige Leistung "
24.5220, Entfernung des Osteosynthesematerials nach Femurschaftfraktur 
24.5230," Versorgung distale Femurfraktur, ohne Gelenkbeteiligung, geschlossene Reposition, ohne Extension "
24.5240," Versorgung distale Femurfraktur, ohne Gelenkbeteiligung, geschlossene Reposition, mit Extension "
24.5250," Versorgung distale Femurfraktur, ohne Gelenkbeteiligung, offene Reposition, Platte/Schraube/Spickdraht "
